"external_gene_name" "gene_biotype" "start_position" "end_position" "source"
"ENSRNOG00000009564" "Prr15" "protein_coding" 84478839 84481883 "ensembl"
"ENSRNOG00000014282" "Cebpe" "protein_coding" 33355947 33358138 "ensembl"
"ENSRNOG00000047314" "Tk1" "protein_coding" 106817601 106828884 "ensembl"
"ENSRNOG00000047313" "Olr1405" "protein_coding" 36477692 36479056 "ensembl"
"ENSRNOG00000011178" "Lrp2bp" "protein_coding" 49437379 49453394 "ensembl"
"ENSRNOG00000020066" "Pcdhb11" "protein_coding" 30496318 30498636 "ensembl"
"ENSRNOG00000005045" "Ppp2r5e" "protein_coding" 98417974 98566966 "ensembl"
"ENSRNOG00000007038" "Cntn5" "protein_coding" 7814895 8524643 "ensembl"
"ENSRNOG00000051946" "U6" "snRNA" 122898256 122898362 "ensembl"
"ENSRNOG00000012604" "Swsap1" "protein_coding" 22966561 22969459 "ensembl"
"ENSRNOG00000036404" "AABR07026777.1" "miRNA" 357171 357268 "ensembl"
"ENSRNOG00000021119" "Pdcd2l" "protein_coding" 90045509 90057923 "ensembl"
"ENSRNOG00000016687" "Ssc5d" "protein_coding" 72443758 72461547 "ensembl"
"ENSRNOG00000057537" "Snora5c" "snoRNA" 86882041 86882177 "ensembl"
"ENSRNOG00000055519" "AABR07002868.1" "protein_coding" 87563975 87568989 "ensembl"
"ENSRNOG00000051929" "Phox2b" "protein_coding" 42714315 42717010 "ensembl"
"ENSRNOG00000056927" "U6" "snRNA" 47356117 47356215 "ensembl"
"ENSRNOG00000061218" "Olr1662" "protein_coding" 45687105 45688058 "ensembl"
"ENSRNOG00000056879" "AABR07044593.2" "snoRNA" 11934130 11934234 "ensembl"
"ENSRNOG00000003866" "Cxcr4" "protein_coding" 45314933 45318878 "ensembl"
"ENSRNOG00000061736" "Gm22284" "snoRNA" 30742589 30742720 "ensembl"
"ENSRNOG00000061526" "Rsph6a" "protein_coding" 79959591 79979205 "ensembl"
"ENSRNOG00000036260" "Mir497" "miRNA" 56844977 56845045 "ensembl"
"ENSRNOG00000035461" "Mirlet7c2" "miRNA" 126590212 126590306 "ensembl"
"ENSRNOG00000023951" "Tbc1d30" "protein_coding" 63361696 63407241 "ensembl"
"ENSRNOG00000052873" "Npnt" "protein_coding" 238002990 238068694 "ensembl"
"ENSRNOG00000043137" "Lbhd2" "protein_coding" 135856218 135861059 "ensembl"
"ENSRNOG00000059245" "Rad51b" "protein_coding" 102477036 102512505 "ensembl"
"ENSRNOG00000054972" "Olr62" "protein_coding" 167874539 167875501 "ensembl"
"ENSRNOG00000044264" "5S_rRNA" "rRNA" 47309958 47310082 "ensembl"
"ENSRNOG00000020411" "Sec23ip" "protein_coding" 200167169 200210377 "ensembl"
"ENSRNOG00000000979" "Bri3bp" "protein_coding" 36576020 36587839 "ensembl"
"ENSRNOG00000056492" "AABR07040463.1" "snoRNA" 101117118 101117248 "ensembl"
"ENSRNOG00000025745" "Gpr17" "protein_coding" 24734330 24735349 "ensembl"
"ENSRNOG00000031208" "Mgat1" "protein_coding" 34519790 34537210 "ensembl"
"ENSRNOG00000013969" "Ahi1" "protein_coding" 16478127 16601769 "ensembl"
"ENSRNOG00000019243" "Glb1l" "protein_coding" 82400569 82410904 "ensembl"
"ENSRNOG00000054571" "AABR07004227.1" "snoRNA" 131059170 131059258 "ensembl"
"ENSRNOG00000016177" "Scara3" "protein_coding" 42605473 42638392 "ensembl"
"ENSRNOG00000029558" "Pabpn1l" "protein_coding" 55430810 55434252 "ensembl"
"ENSRNOG00000058062" "AABR07054063.1" "snoRNA" 138472711 138472841 "ensembl"
"ENSRNOG00000007680" "Fhl5" "protein_coding" 39564242 39611053 "ensembl"
"ENSRNOG00000056611" "U6" "snRNA" 61537054 61537142 "ensembl"
"ENSRNOG00000002134" "Gbp6" "protein_coding" 5928737 5945321 "ensembl"
"ENSRNOG00000052711" "7SK" "misc_RNA" 103384126 103384359 "ensembl"
"ENSRNOG00000052775" "RGD1305938" "protein_coding" 53813131 53827175 "ensembl"
"ENSRNOG00000060631" "U6" "snRNA" 147139410 147139511 "ensembl"
"ENSRNOG00000011484" "AABR07049821.1" "protein_coding" 139932988 139933764 "ensembl"
"ENSRNOG00000030145" "RGD1561667" "protein_coding" 55219773 55221609 "ensembl"
"ENSRNOG00000054249" "AABR07051939.1" "miRNA" 29600426 29600596 "ensembl"
"ENSRNOG00000010516" "Plau" "protein_coding" 3644769 3650819 "ensembl"
"ENSRNOG00000049185" "AABR07061005.1" "protein_coding" 102643934 102644708 "ensembl"
"ENSRNOG00000047493" "Slco1a4" "protein_coding" 175969549 176026163 "ensembl"
"ENSRNOG00000059718" "U6" "snRNA" 154482782 154482887 "ensembl"
"ENSRNOG00000017348" "Il2" "protein_coding" 123847150 123851854 "ensembl"
"ENSRNOG00000046694" "AABR07026342.1" "miRNA" 73044720 73044797 "ensembl"
"ENSRNOG00000004421" "Rxylt1" "protein_coding" 64326465 64341207 "ensembl"
"ENSRNOG00000038758" "Defb30" "protein_coding" 46221592 46223385 "ensembl"
"ENSRNOG00000053488" "U6" "snRNA" 47841250 47841353 "ensembl"
"ENSRNOG00000048410" "AABR07063672.1" "miRNA" 41025988 41026095 "ensembl"
"ENSRNOG00000054604" "AABR07047750.1" "pseudogene" 45729527 45729888 "ensembl"
"ENSRNOG00000031485" "Dpp3" "protein_coding" 220166127 220188541 "ensembl"
"ENSRNOG00000060871" "U6" "snRNA" 5838784 5838887 "ensembl"
"ENSRNOG00000001090" "Stard13" "protein_coding" 1023531 1195591 "ensembl"
"ENSRNOG00000007256" "Necab1" "protein_coding" 28504558 28737719 "ensembl"
"ENSRNOG00000053308" "U6" "snRNA" 150939559 150939665 "ensembl"
"ENSRNOG00000054903" "AABR07014690.1" "lincRNA" 26654300 26655730 "ensembl"
"ENSRNOG00000061263" "AABR07050283.2" "lincRNA" 159213152 159214241 "ensembl"
"ENSRNOG00000052453" "AABR07019254.1" "lincRNA" 96779879 96789366 "ensembl"
"ENSRNOG00000059727" "U6" "snRNA" 20704490 20704594 "ensembl"
"ENSRNOG00000028299" "Triml2" "protein_coding" 52116975 52127591 "ensembl"
"ENSRNOG00000055081" "AABR07052048.1" "lincRNA" 33949361 33951564 "ensembl"
"ENSRNOG00000058266" "AABR07054025.2" "lincRNA" 136374033 136376586 "ensembl"
"ENSRNOG00000041566" "AABR07000220.1" "miRNA" 5168027 5168116 "ensembl"
"ENSRNOG00000051888" "AABR07007775.1" "lincRNA" 27802610 27815004 "ensembl"
"ENSRNOG00000008800" "Olr1621" "protein_coding" 27421954 27422940 "ensembl"
"ENSRNOG00000004075" "Ccdc42" "protein_coding" 55169282 55181416 "ensembl"
"ENSRNOG00000047712" "Dcx" "protein_coding" 115098675 115175299 "ensembl"
"ENSRNOG00000055250" "AABR07009373.2" "lincRNA" 94819556 94868949 "ensembl"
"ENSRNOG00000056772" "Col4a6" "protein_coding" 112405647 112473822 "ensembl"
"ENSRNOG00000058435" "U1" "snRNA" 55606776 55606931 "ensembl"
"ENSRNOG00000053060" "Zfc3h1" "protein_coding" 58366192 58423581 "ensembl"
"ENSRNOG00000061178" "AABR07013764.3" "lincRNA" 255454934 255460656 "ensembl"
"ENSRNOG00000003931" "Arsg" "protein_coding" 97771264 97863311 "ensembl"
"ENSRNOG00000048494" "AABR07042012.1" "miRNA" 145822398 145822481 "ensembl"
"ENSRNOG00000025608" "Lrat" "protein_coding" 181896305 181905300 "ensembl"
"ENSRNOG00000007345" "Amot" "protein_coding" 116751230 116792864 "ensembl"
"ENSRNOG00000045914" "Taar7d" "protein_coding" 22487055 22488131 "ensembl"
"ENSRNOG00000054732" "AABR07050717.1" "protein_coding" 12247 12552 "ensembl"
"ENSRNOG00000026564" "Ptpdc1" "protein_coding" 16333415 16380573 "ensembl"
"ENSRNOG00000015117" "Lrrc39" "protein_coding" 219598162 219617498 "ensembl"
"ENSRNOG00000054518" "SNORA70" "snoRNA" 16471760 16471894 "ensembl"
"ENSRNOG00000007663" "LOC100911372" "protein_coding" 105209846 105212173 "ensembl"
"ENSRNOG00000058151" "LOC100361793" "protein_coding" 11633805 11634137 "ensembl"
"ENSRNOG00000015895" "B4galt6" "protein_coding" 15462913 15525579 "ensembl"
"ENSRNOG00000044767" "5S_rRNA" "rRNA" 125508104 125508199 "ensembl"
"ENSRNOG00000014838" "Glipr2" "protein_coding" 59416076 59446647 "ensembl"
"ENSRNOG00000058149" "U1" "snRNA" 117111636 117111776 "ensembl"
"ENSRNOG00000017130" "Rhd" "protein_coding" 153197459 153232687 "ensembl"
"ENSRNOG00000037795" "Ldlrad1" "protein_coding" 126812187 126821407 "ensembl"
"ENSRNOG00000035854" "5S_rRNA" "rRNA" 17536085 17536203 "ensembl"
"ENSRNOG00000055928" "U6" "snRNA" 148559645 148559700 "ensembl"
"ENSRNOG00000018940" "Slc28a1" "protein_coding" 142950540 142992615 "ensembl"
"ENSRNOG00000052376" "Bend6" "protein_coding" 38297322 38351024 "ensembl"
"ENSRNOG00000003620" "Fmo3" "protein_coding" 80837420 80862963 "ensembl"
"ENSRNOG00000061880" "U6" "snRNA" 88966698 88966804 "ensembl"
"ENSRNOG00000053411" "Olr1475" "protein_coding" 14180 15118 "ensembl"
"ENSRNOG00000033584" "LOC362921" "protein_coding" 101198295 101214630 "ensembl"
"ENSRNOG00000013867" "Fgf1" "protein_coding" 32273770 32359824 "ensembl"
"ENSRNOG00000021041" "Fam171a2" "protein_coding" 90383813 90393317 "ensembl"
"ENSRNOG00000058257" "U6" "snRNA" 96741132 96741234 "ensembl"
"ENSRNOG00000039954" "RGD1308751" "protein_coding" 4256299 4273170 "ensembl"
"ENSRNOG00000015669" "Kctd11" "protein_coding" 56489552 56491715 "ensembl"
"ENSRNOG00000050894" "AABR07025973.1" "miRNA" 57032007 57032076 "ensembl"
"ENSRNOG00000050999" "Mir149" "miRNA" 100016441 100016529 "ensembl"
"ENSRNOG00000052655" "U4" "snRNA" 101119458 101119596 "ensembl"
"ENSRNOG00000011330" "Ces2a" "protein_coding" 59197 64303 "ensembl"
"ENSRNOG00000051804" "AABR07060792.1" "snoRNA" 93889213 93889344 "ensembl"
"ENSRNOG00000007493" "Xrcc2" "protein_coding" 5841998 5860527 "ensembl"
"ENSRNOG00000006998" "Fhl4" "protein_coding" 26139664 26144466 "ensembl"
"ENSRNOG00000058875" "U6" "snRNA" 100454178 100454281 "ensembl"
"ENSRNOG00000051714" "SNORA70" "snoRNA" 165621992 165622125 "ensembl"
"ENSRNOG00000017737" "Dgkz" "protein_coding" 80844005 80875817 "ensembl"
"ENSRNOG00000010714" "Fgl1" "protein_coding" 54153054 54188181 "ensembl"
"ENSRNOG00000059528" "U6" "snRNA" 165570720 165570824 "ensembl"
"ENSRNOG00000012965" "Themis2" "protein_coding" 150970909 150987081 "ensembl"
"ENSRNOG00000031440" "Nova1" "protein_coding" 66963510 67085390 "ensembl"
"ENSRNOG00000049423" "AABR07054319.2" "miRNA" 147585714 147585797 "ensembl"
"ENSRNOG00000025100" "Ikbke" "protein_coding" 48031410 48056394 "ensembl"
"ENSRNOG00000014658" "Zfp423" "protein_coding" 20147037 20406003 "ensembl"
"ENSRNOG00000036429" "Mir551b" "miRNA" 116867647 116867744 "ensembl"
"ENSRNOG00000001243" "Zcchc8" "protein_coding" 38303624 38326502 "ensembl"
"ENSRNOG00000036526" "AC095650.1" "miRNA" 31748503 31748614 "ensembl"
"ENSRNOG00000020620" "Ppp1r32" "protein_coding" 226518406 226526959 "ensembl"
"ENSRNOG00000010805" "Fabp4" "protein_coding" 93792601 93797305 "ensembl"
"ENSRNOG00000004632" "Pmch" "protein_coding" 28654733 28657522 "ensembl"
"ENSRNOG00000060791" "AABR07051348.2" "protein_coding" 5304016 5308487 "ensembl"
"ENSRNOG00000048130" "LOC100911725" "protein_coding" 118392773 118414603 "ensembl"
"ENSRNOG00000055845" "AC105648.6" "snoRNA" 13877750 13877819 "ensembl"
"ENSRNOG00000052135" "U7" "snRNA" 148744340 148744401 "ensembl"
"ENSRNOG00000058628" "Vom1r96" "protein_coding" 121870699 121871658 "ensembl"
"ENSRNOG00000006395" "Tldc2" "protein_coding" 153197644 153207816 "ensembl"
"ENSRNOG00000035521" "Mir187" "miRNA" 16390507 16390610 "ensembl"
"ENSRNOG00000036287" "AABR07006742.1" "miRNA" 251158483 251158583 "ensembl"
"ENSRNOG00000048760" "AABR07047219.1" "pseudogene" 24693732 24694200 "ensembl"
"ENSRNOG00000021912" "Gpr152" "protein_coding" 219390523 219392478 "ensembl"
"ENSRNOG00000060627" "SNORD62" "snoRNA" 11243814 11243898 "ensembl"
"ENSRNOG00000044997" "5S_rRNA" "rRNA" 143489634 143489742 "ensembl"
"ENSRNOG00000015290" "Tpi1" "protein_coding" 157328379 157331905 "ensembl"
"ENSRNOG00000005362" "Rab3ip" "protein_coding" 59928426 59957232 "ensembl"
"ENSRNOG00000018385" "Chrm1" "protein_coding" 224882439 224884205 "ensembl"
"ENSRNOG00000032570" "Smc1b" "protein_coding" 125966480 126028279 "ensembl"
"ENSRNOG00000060965" "AC117118.1" "snoRNA" 194086771 194086905 "ensembl"
"ENSRNOG00000009233" "Ankrd49" "protein_coding" 13299561 13304244 "ensembl"
"ENSRNOG00000055753" "SNORD116" "snoRNA" 121393847 121393939 "ensembl"
"ENSRNOG00000019301" "Lipm" "protein_coding" 252409268 252428774 "ensembl"
"ENSRNOG00000003956" "Arhgap6" "protein_coding" 26315878 26376467 "ensembl"
"ENSRNOG00000004127" "Cep170" "protein_coding" 94807756 94859436 "ensembl"
"ENSRNOG00000051970" "Aqp5" "protein_coding" 141249044 141252578 "ensembl"
"ENSRNOG00000046444" "AABR07004949.1" "miRNA" 171520009 171520108 "ensembl"
"ENSRNOG00000057771" "U6" "snRNA" 72734432 72734538 "ensembl"
"ENSRNOG00000031331" "Fpr3" "protein_coding" 116152667 116153722 "ensembl"
"ENSRNOG00000032131" "AABR07043514.1" "protein_coding" 29012139 29016521 "ensembl"
"ENSRNOG00000003555" "Olr1597" "protein_coding" 92342255 92343196 "ensembl"
"ENSRNOG00000056842" "AABR07001018.4" "lincRNA" 33804875 33810864 "ensembl"
"ENSRNOG00000048303" "AABR07037270.1" "miRNA" 17683600 17683703 "ensembl"
"ENSRNOG00000012514" "Abhd17b" "protein_coding" 239266921 239301176 "ensembl"
"ENSRNOG00000036562" "Mir374b" "miRNA" 74443648 74443715 "ensembl"
"ENSRNOG00000026912" "Scgb3a2" "protein_coding" 38292701 38295831 "ensembl"
"ENSRNOG00000048508" "Olr1278" "protein_coding" 35942770 35943705 "ensembl"
"ENSRNOG00000059592" "LOC103689960" "lincRNA" 138903629 138915697 "ensembl"
"ENSRNOG00000057819" "AABR07010022.2" "snoRNA" 120783160 120783236 "ensembl"
"ENSRNOG00000020412" "Sf3b2" "protein_coding" 220645672 220665603 "ensembl"
"ENSRNOG00000006126" "Nup88" "protein_coding" 57581828 57606171 "ensembl"
"ENSRNOG00000041395" "AABR07065114.1" "miRNA" 110331050 110331142 "ensembl"
"ENSRNOG00000045726" "Olr310" "protein_coding" 213347974 213348906 "ensembl"
"ENSRNOG00000056573" "AABR07052643.1" "lincRNA" 67676281 67683488 "ensembl"
"ENSRNOG00000028381" "AABR07032255.1" "pseudogene" 56965232 56965593 "ensembl"
"ENSRNOG00000059149" "AABR07030498.1" "lincRNA" 90700111 90709932 "ensembl"
"ENSRNOG00000003443" "Klf1" "protein_coding" 26016382 26019553 "ensembl"
"ENSRNOG00000048041" "AABR07025350.1" "miRNA" 34889143 34889246 "ensembl"
"ENSRNOG00000060165" "AABR07034502.2" "lincRNA" 74257197 74258030 "ensembl"
"ENSRNOG00000052390" "AABR07014897.1" "lincRNA" 36889843 36890552 "ensembl"
"ENSRNOG00000024535" "Zzef1" "protein_coding" 59360765 59496422 "ensembl"
"ENSRNOG00000019232" "RGD1311345" "protein_coding" 6683152 6690723 "ensembl"
"ENSRNOG00000045851" "AC135454.1" "miRNA" 22477187 22477264 "ensembl"
"ENSRNOG00000052649" "AABR07008309.1" "lincRNA" 52783382 52785194 "ensembl"
"ENSRNOG00000043125" "Olr881" "protein_coding" 3804088 3805023 "ensembl"
"ENSRNOG00000011747" "Tmem205" "protein_coding" 22932175 22937909 "ensembl"
"ENSRNOG00000054520" "AABR07049032.1" "lincRNA" 100752284 100757669 "ensembl"
"ENSRNOG00000056008" "AABR07036318.1" "lincRNA" 38117878 38120883 "ensembl"
"ENSRNOG00000013247" "Olr823" "protein_coding" 148476943 148477869 "ensembl"
"ENSRNOG00000032542" "LOC108350501" "protein_coding" 147490496 147490666 "ensembl"
"ENSRNOG00000008467" "Agbl2" "protein_coding" 79613171 79646698 "ensembl"
"ENSRNOG00000012204" "LOC100294508" "protein_coding" 144779681 144872271 "ensembl"
"ENSRNOG00000059018" "5_8S_rRNA" "rRNA" 18452 18604 "ensembl"
"ENSRNOG00000061271" "AC098180.2" "lincRNA" 100131486 100133859 "ensembl"
"ENSRNOG00000016953" "Chst4" "protein_coding" 41631715 41640367 "ensembl"
"ENSRNOG00000051772" "AABR07027272.1" "lincRNA" 22252020 22263289 "ensembl"
"ENSRNOG00000048800" "AABR07031756.1" "protein_coding" 32669427 32670665 "ensembl"
"ENSRNOG00000008898" "Trmt44" "protein_coding" 80361294 80383138 "ensembl"
"ENSRNOG00000057705" "AC118963.2" "lincRNA" 151668950 151673839 "ensembl"
"ENSRNOG00000052605" "U6" "snRNA" 118553565 118553667 "ensembl"
"ENSRNOG00000050632" "LOC100912543" "protein_coding" 158931300 158932232 "ensembl"
"ENSRNOG00000059416" "AC115159.2" "lincRNA" 35962205 35965789 "ensembl"
"ENSRNOG00000051504" "AABR07003380.1" "lincRNA" 108265684 108267538 "ensembl"
"ENSRNOG00000019719" "Kcna5" "protein_coding" 159077195 159079003 "ensembl"
"ENSRNOG00000048418" "Svs3a" "protein_coding" 159114428 159115450 "ensembl"
"ENSRNOG00000041490" "AABR07068084.2" "miRNA" 82387812 82387891 "ensembl"
"ENSRNOG00000053578" "AC135766.1" "lincRNA" 7589889 7594435 "ensembl"
"ENSRNOG00000031956" "Cldn34c4" "protein_coding" 97261354 97262013 "ensembl"
"ENSRNOG00000060535" "U6" "snRNA" 56713429 56713535 "ensembl"
"ENSRNOG00000061375" "AC135822.4" "lincRNA" 150414812 150416174 "ensembl"
"ENSRNOG00000001566" "AABR07033579.1" "protein_coding" 28869988 28870155 "ensembl"
"ENSRNOG00000015085" "Dmpk" "protein_coding" 79989019 79999364 "ensembl"
"ENSRNOG00000053286" "AABR07014317.1" "lincRNA" 9100242 9101588 "ensembl"
"ENSRNOG00000048460" "AC129054.2" "pseudogene" 12562458 12565136 "ensembl"
"ENSRNOG00000057414" "U6" "snRNA" 267487535 267487638 "ensembl"
"ENSRNOG00000042758" "Tmem243" "protein_coding" 21902803 21920651 "ensembl"
"ENSRNOG00000003905" "Nsf" "protein_coding" 91878633 92008082 "ensembl"
"ENSRNOG00000024470" "Lman1" "protein_coding" 61685117 61707317 "ensembl"
"ENSRNOG00000061584" "AABR07013439.1" "lincRNA" 237482444 237509606 "ensembl"
"ENSRNOG00000023917" "AABR07034362.1" "processed_pseudogene" 67584435 67585043 "ensembl"
"ENSRNOG00000020907" "Zp1" "protein_coding" 226966366 226972746 "ensembl"
"ENSRNOG00000053322" "U1" "snRNA" 13654523 13654683 "ensembl"
"ENSRNOG00000001157" "Umodl1" "protein_coding" 9643612 9701170 "ensembl"
"ENSRNOG00000027478" "Krtap11-1" "protein_coding" 29710298 29710849 "ensembl"
"ENSRNOG00000049239" "AABR07017006.1" "protein_coding" 5904569 5907758 "ensembl"
"ENSRNOG00000004968" "Ncapg2" "protein_coding" 144291974 144363947 "ensembl"
"ENSRNOG00000051520" "AABR07070802.1" "lincRNA" 84906415 84919042 "ensembl"
"ENSRNOG00000029466" "RGD1562608" "protein_coding" 17403407 17676049 "ensembl"
"ENSRNOG00000061676" "AABR07046713.3" "lincRNA" 2739081 2741359 "ensembl"
"ENSRNOG00000059645" "AABR07054705.2" "protein_coding" 167219093 167219760 "ensembl"
"ENSRNOG00000027836" "Kcnmb3" "protein_coding" 118868225 118882562 "ensembl"
"ENSRNOG00000007681" "Brd3" "protein_coding" 5997315 6054483 "ensembl"
"ENSRNOG00000058135" "AABR07045403.1" "lincRNA" 46417239 46422760 "ensembl"
"ENSRNOG00000013133" "Foxa2" "protein_coding" 142383278 142387481 "ensembl"
"ENSRNOG00000061726" "AABR07061577.1" "protein_coding" 134398354 134398938 "ensembl"
"ENSRNOG00000047185" "Eif3i" "protein_coding" 147796662 147803851 "ensembl"
"ENSRNOG00000058670" "LOC100911383" "protein_coding" 24346 25776 "ensembl"
"ENSRNOG00000055043" "LOC102550872" "lincRNA" 105426051 105427097 "ensembl"
"ENSRNOG00000059765" "Asic1" "protein_coding" 141326321 141354937 "ensembl"
"ENSRNOG00000052880" "Prph" "protein_coding" 140742418 140746197 "ensembl"
"ENSRNOG00000005811" "LOC688655" "pseudogene" 34553367 34555306 "ensembl"
"ENSRNOG00000055061" "AABR07050391.1" "lincRNA" 163593658 163596726 "ensembl"
"ENSRNOG00000004509" "Eapp" "protein_coding" 75567511 75589257 "ensembl"
"ENSRNOG00000032454" "AABR07047714.1" "protein_coding" 44270057 44270455 "ensembl"
"ENSRNOG00000053233" "AABR07018119.1" "lincRNA" 40793790 40798276 "ensembl"
"ENSRNOG00000015670" "Stx7" "protein_coding" 22241661 22281788 "ensembl"
"ENSRNOG00000006761" "Sh3gl2" "protein_coding" 103479767 103654247 "ensembl"
"ENSRNOG00000014970" "Kif17" "protein_coding" 156628432 156666284 "ensembl"
"ENSRNOG00000018205" "Ttl" "protein_coding" 121596791 121624048 "ensembl"
"ENSRNOG00000050188" "AABR07030603.1" "protein_coding" 95434374 95434688 "ensembl"
"ENSRNOG00000051452" "AABR07018124.2" "lincRNA" 41408495 41409791 "ensembl"
"ENSRNOG00000032352" "Olr1591" "pseudogene" 92196873 92197818 "ensembl"
"ENSRNOG00000051372" "Mycn" "protein_coding" 38222555 38228379 "ensembl"
"ENSRNOG00000061318" "AC123095.2" "processed_pseudogene" 84102750 84102980 "ensembl"
"ENSRNOG00000053723" "AABR07062833.2" "lincRNA" 11093414 11095246 "ensembl"
"ENSRNOG00000025857" "Ms4a5" "protein_coding" 227449959 227457629 "ensembl"
"ENSRNOG00000031161" "Dppa3" "protein_coding" 111298713 111299189 "ensembl"
"ENSRNOG00000020843" "LOC100360087" "protein_coding" 101448346 101449829 "ensembl"
"ENSRNOG00000056421" "AABR07052897.2" "lincRNA" 83146156 83149158 "ensembl"
"ENSRNOG00000033473" "Rpl36" "protein_coding" 10441259 10441834 "ensembl"
"ENSRNOG00000054725" "Gtf3c4" "protein_coding" 7404841 7422738 "ensembl"
"ENSRNOG00000054354" "AABR07052923.1" "lincRNA" 84364581 84371030 "ensembl"
"ENSRNOG00000046185" "LOC686677" "protein_coding" 76179214 76180140 "ensembl"
"ENSRNOG00000007979" "Phospho2" "protein_coding" 56030915 56038075 "ensembl"
"ENSRNOG00000010607" "Rnf208" "protein_coding" 2462466 2463790 "ensembl"
"ENSRNOG00000058711" "AABR07034598.1" "lincRNA" 80630199 80633309 "ensembl"
"ENSRNOG00000053458" "AABR07065601.1" "pseudogene" 136984688 136985310 "ensembl"
"ENSRNOG00000054077" "AABR07024870.1" "lincRNA" 20231641 20236318 "ensembl"
"ENSRNOG00000009324" "Wdr54" "protein_coding" 113981653 113988246 "ensembl"
"ENSRNOG00000047396" "Rmnd5b" "protein_coding" 34979923 34990943 "ensembl"
"ENSRNOG00000002911" "Alb" "protein_coding" 19176277 19191863 "ensembl"
"ENSRNOG00000052782" "AABR07054809.1" "lincRNA" 169965419 169967097 "ensembl"
"ENSRNOG00000042054" "RGD1565959" "protein_coding" 14883296 14895960 "ensembl"
